Category,Gender,Color,Size,PriceCategory,Price_USD,UnitsSold,SalesCategory
Top,Unisex,Red,M,High,83.5123499378115,296.9439779398166,Moderate Seller
Outerwear,Unisex,Beige,S,High,36.117152566372695,356.2292620930799,Hot Seller
Top,Unisex,Gray,L,Medium,71.41613024123245,10.0,Slow Mover
Bottom,Women,White,S,Low,88.02638733602947,83.93854595200918,Slow Mover
Accessory,Unisex,Black,S,Low,58.86585371322134,380.9233116360244,Hot Seller
Outerwear,Unisex,White,L,High,84.51712767872414,313.2937292390028,Hot Seller
Accessory,Women,Beige,XL,High,83.92668421507,102.30691907892725,Moderate Seller
Bottom,Men,Black,XS,Low,82.1004718439628,202.99295268038048,Moderate Seller
Outerwear,Men,White,S,Medium,71.60258064439913,308.58703009433736,Hot Seller
Bottom,Women,White,XL,High,121.03568283534588,190.21059125749008,Moderate Seller
Top,Men,Black,XS,Medium,67.15922480046783,256.8209475380196,Moderate Seller
Bottom,Unisex,Gray,L,High,59.56795186452988,281.0099397710103,Moderate Seller
Top,Unisex,White,S,High,15.0,463.8153906567876,Hot Seller
Dress,Women,Pink,S,Low,124.83731106048157,244.62556722936304,Moderate Seller
Top,Unisex,White,S,High,47.60139713050134,33.07313202837497,Slow Mover
Bottom,Women,Beige,XL,Medium,80.1149549814258,164.17317442355605,Moderate Seller
Bottom,Women,Gray,M,Low,31.93495574317099,288.1420521667114,Moderate Seller
Dress,Unisex,Red,S,Medium,55.985869666681914,373.53914016273717,Hot Seller
Dress,Men,Red,M,Medium,45.858465488988884,143.29696593992603,Moderate Seller
Outerwear,Unisex,Beige,M,Low,64.59974114860017,289.86471757755305,Moderate Seller
Top,Unisex,Blue,XL,Medium,67.93559510213667,199.91264223866085,Moderate Seller
Outerwear,Women,Green,XS,Medium,15.0,183.64778509416044,Moderate Seller
Dress,Men,Black,S,Medium,97.80348325048557,213.43398864885586,Moderate Seller
Accessory,Men,Beige,XS,High,34.89817804468479,65.7783756658753,Slow Mover
Dress,Women,Pink,XS,Medium,34.49015564167315,198.5596399627567,Moderate Seller
Accessory,Women,Blue,XS,High,142.35597426619108,210.1298634558542,Moderate Seller
Bottom,Women,Red,M,Low,36.1317485585585,14.589686683046608,Slow Mover
Bottom,Women,Red,L,Medium,61.85689182039213,182.39353372946698,Moderate Seller
Top,Men,Beige,XS,Low,92.90806359658927,181.9528793122065,Moderate Seller
Accessory,Men,Red,L,Medium,60.194492980504336,36.92398484169533,Slow Mover
Accessory,Women,Beige,S,Medium,76.34091696082987,196.68926007451157,Moderate Seller
Dress,Men,Pink,M,Low,37.930810502896946,381.1768643815434,Hot Seller
Accessory,Men,Pink,M,Low,104.96479310548212,265.9367303262725,Moderate Seller
Bottom,Unisex,Green,M,High,74.02806154092934,237.03607002620993,Moderate Seller
Dress,Men,Beige,XL,Low,77.51338575768578,327.5526587805068,Hot Seller
Bottom,Men,Gray,XS,High,29.065313955252876,10.0,Slow Mover
Bottom,Women,Blue,M,Medium,112.67068190286344,222.65906752233712,Moderate Seller
Outerwear,Men,Green,S,Medium,48.78248007854043,18.598335771066388,Slow Mover
Bottom,Women,Green,XL,Medium,46.088340070392114,232.88289930798834,Moderate Seller
Bottom,Men,Blue,XL,Medium,37.37533755857781,276.45666707290127,Moderate Seller
Outerwear,Women,Black,XL,Low,43.35520743651721,257.19364665581065,Moderate Seller
Dress,Women,Red,M,High,107.85848352784839,346.1134000185543,Hot Seller
Top,Women,Beige,XS,Low,53.71240632090122,330.66318853641485,Hot Seller
Dress,Men,Green,M,Low,55.502791433392275,309.25676560289253,Hot Seller
Outerwear,Unisex,Green,L,Medium,56.08660925054778,122.60428471167766,Moderate Seller
Bottom,Unisex,Gray,XS,Low,72.73489750384283,37.28785552453931,Slow Mover
Dress,Women,Beige,XL,High,72.40121280310647,213.60086497853425,Moderate Seller
Outerwear,Women,Pink,M,Medium,35.11244005001876,187.26994351669765,Moderate Seller
Dress,Unisex,Black,M,Low,69.57097877108808,374.7007752973304,Hot Seller
Bottom,Unisex,Green,XL,Medium,17.385505453037,374.18356631792244,Hot Seller
Top,Women,Green,S,Low,75.57026316431974,223.4104610311621,Moderate Seller
Bottom,Women,Red,L,High,110.83827032297849,552.384603676065,Hot Seller
Outerwear,Unisex,Gray,M,High,68.31980838182118,275.72146880561155,Moderate Seller
Outerwear,Unisex,Blue,XL,High,71.24486862491091,353.7136387990101,Hot Seller
Top,Men,White,L,Low,102.41663659047376,357.9643280410435,Hot Seller
Outerwear,Men,Blue,L,Medium,120.14565318251309,163.0663798826484,Moderate Seller
Dress,Unisex,Black,S,Medium,15.0,42.048615837179625,Slow Mover
Top,Women,Pink,XL,High,108.91954917232816,316.7771648275052,Hot Seller
Top,Men,Black,L,High,15.0,357.86628914765777,Hot Seller
Bottom,Women,Beige,XL,Medium,68.32517985796703,363.5798356893526,Hot Seller
Accessory,Women,Pink,XL,Low,15.0,394.6650876770774,Hot Seller
Outerwear,Women,White,M,High,81.20363607876901,33.993202002906145,Slow Mover
Outerwear,Women,White,XL,Low,75.92596511953134,234.64707002453466,Moderate Seller
Dress,Unisex,Beige,S,High,91.19094877691333,292.3800671507341,Moderate Seller
Outerwear,Women,Beige,XS,High,39.19897529066371,146.70287726250723,Moderate Seller
Top,Men,Green,L,High,49.028658424264854,248.13388517580216,Moderate Seller
Accessory,Women,Red,XL,High,15.0,168.99841261627083,Moderate Seller
Dress,Women,Red,M,Medium,34.11276831847712,507.16073475268405,Hot Seller
Outerwear,Women,Blue,XS,Low,92.43319186424276,123.52801686764737,Moderate Seller
Top,Men,Pink,XS,High,66.48295847382408,33.06410286054813,Slow Mover
Top,Men,Blue,XL,High,94.37076714587313,27.369567339053475,Slow Mover
Dress,Women,Beige,M,Low,30.788108449316866,176.95193495186246,Moderate Seller
Bottom,Unisex,Blue,L,Low,24.282503801255743,196.74741867221195,Moderate Seller
Top,Unisex,Red,L,Low,79.68533038540521,358.14383463709044,Hot Seller
Accessory,Men,Black,XL,High,38.420777887578154,10.0,Slow Mover
Outerwear,Men,Beige,L,Low,65.42784324719821,330.7120686545822,Hot Seller
Top,Unisex,Green,L,Low,70.24360135229588,220.11350128831427,Moderate Seller
Dress,Men,Red,L,Low,67.46083774946615,32.96870819205142,Slow Mover
Outerwear,Women,Green,XS,High,58.172533988205366,124.95949583805032,Moderate Seller
Accessory,Unisex,Green,L,Medium,63.8232686719804,10.0,Slow Mover
Dress,Men,Beige,M,Medium,28.761145099701004,369.37530628026326,Hot Seller
Top,Women,Pink,L,Low,38.682772213504315,519.7473518388209,Hot Seller
Dress,Women,Pink,S,High,106.98651757152551,292.98584930790423,Moderate Seller
Top,Women,Beige,XL,High,45.073449544465035,263.6498886158097,Moderate Seller
Top,Women,Red,M,High,76.61122869283543,172.81247143356194,Moderate Seller
Accessory,Women,Black,L,Low,66.22421449250662,442.8023345599214,Hot Seller
Bottom,Women,Pink,L,Low,35.58822516162872,124.14989102915051,Moderate Seller
Bottom,Women,Red,S,Low,42.62682247480727,206.37931508000915,Moderate Seller
Accessory,Unisex,Pink,XL,Low,87.6410326841857,123.13939274502361,Moderate Seller
Top,Women,Beige,S,High,109.82447699542084,221.03456137948086,Moderate Seller
Outerwear,Men,Pink,M,Low,58.23559566677307,139.72587769965918,Moderate Seller
Bottom,Women,Blue,S,Medium,15.0,188.25444753441826,Moderate Seller
Dress,Unisex,Blue,M,Medium,41.097391671736446,219.62685772743143,Moderate Seller
Bottom,Women,Black,L,Medium,15.0,233.94467638532996,Moderate Seller
Accessory,Men,Black,XL,Medium,29.577692781934957,302.56155894044997,Hot Seller
Top,Women,Red,L,Low,39.51386172220943,290.7916350129062,Moderate Seller
Bottom,Men,Gray,XS,Low,35.576447740583646,239.93299241470686,Moderate Seller
Top,Men,Gray,XL,High,101.68884615361237,353.8746418316979,Hot Seller
Bottom,Men,Pink,XL,Low,56.20711455267108,365.54809426847777,Hot Seller
Bottom,Men,Beige,XL,High,57.90998772679971,433.3876753118346,Hot Seller
Bottom,Women,Beige,XL,Medium,71.46918917095306,71.0272040625585,Slow Mover
Bottom,Unisex,White,S,Low,60.62141937133363,245.1519010874971,Moderate Seller
Accessory,Women,Pink,L,Medium,87.85085623016165,78.54439437403457,Slow Mover
Accessory,Men,White,L,Medium,63.151517068492176,404.95850475442836,Hot Seller
Accessory,Men,Green,XL,Medium,57.123869303772096,317.30775976799396,Hot Seller
Top,Unisex,Beige,S,Medium,78.6709646116389,10.0,Slow Mover
Dress,Unisex,Pink,XL,High,73.18636812656402,259.6794516740397,Moderate Seller
Bottom,Women,Beige,M,High,104.12228088549253,10.0,Slow Mover
Top,Men,Blue,L,Medium,78.179671892925,117.21830063019638,Moderate Seller
Dress,Women,Black,S,High,69.35736144344543,314.22605740744916,Hot Seller
Bottom,Men,Green,L,High,26.070467743388697,218.60436545595303,Moderate Seller
Top,Women,Red,M,Medium,79.91318539532537,135.16381166479675,Moderate Seller
Accessory,Unisex,White,S,High,65.47117902856945,280.6913452018356,Moderate Seller
Bottom,Unisex,Pink,L,High,81.2876532750945,154.4956066885835,Moderate Seller
Accessory,Men,White,S,High,104.18431134679685,10.0,Slow Mover
Outerwear,Unisex,Beige,XS,Low,15.0,143.5701377217168,Moderate Seller
Outerwear,Unisex,Blue,L,High,92.02317560252182,293.9823924628156,Moderate Seller
Bottom,Women,Blue,M,High,62.16796230118971,138.21718523956403,Moderate Seller
Dress,Women,White,XL,Medium,103.37422897810048,21.694413238816452,Slow Mover
Top,Men,Red,XL,High,123.19361314136549,279.4286756883615,Moderate Seller
Dress,Unisex,Red,XL,High,39.5881998177178,101.70787598052999,Moderate Seller
Dress,Men,Red,XL,Low,61.49068935780513,354.88330069650647,Hot Seller
Bottom,Unisex,Gray,XS,Low,105.59239509681521,286.7284151845635,Moderate Seller
Top,Women,Beige,S,High,64.88387600029552,245.2317510203206,Moderate Seller
Accessory,Men,Pink,XS,High,70.16943395383925,289.077665259831,Moderate Seller
Bottom,Men,Blue,S,Low,62.41861193111447,99.6390461544536,Slow Mover
Accessory,Men,Red,XL,High,62.75275616141953,406.98000592304965,Hot Seller
Bottom,Unisex,Pink,L,Medium,65.56594903290988,257.86598039814567,Moderate Seller
Outerwear,Men,Pink,L,Low,107.56054871584024,259.03773573417203,Moderate Seller
Dress,Unisex,Gray,XL,Medium,88.884825707498,178.28735924674905,Moderate Seller
Top,Unisex,Black,XL,High,118.50436376658932,128.1989011194136,Moderate Seller
Accessory,Women,Red,L,Medium,28.053865386189614,364.3967642894705,Hot Seller
Accessory,Women,Pink,M,High,42.19936718541997,341.2928640540231,Hot Seller
Top,Unisex,Beige,L,High,66.62932940903936,187.73612104512213,Moderate Seller
Dress,Men,Blue,L,Medium,15.0,413.07295173768114,Hot Seller
Bottom,Unisex,Blue,XS,Low,71.99531575812306,266.3709733267897,Moderate Seller
Accessory,Men,Gray,XS,High,64.31336316546371,327.06325848146855,Hot Seller
Accessory,Men,White,XL,High,84.3296384332121,175.09012270207404,Moderate Seller
Top,Men,Pink,M,Medium,28.90219383291938,161.61205724089248,Moderate Seller
Top,Men,Black,S,High,65.54675873821358,286.5387209795342,Moderate Seller
Dress,Women,Beige,S,High,59.51846474827785,212.66773807039456,Moderate Seller
Accessory,Men,Beige,XL,High,82.58152765314243,230.14949139988926,Moderate Seller
Dress,Men,Pink,M,Medium,53.83582541518122,169.15372603078617,Moderate Seller
Accessory,Women,Green,L,Low,100.41213473397008,148.34730937394554,Moderate Seller
Accessory,Unisex,Beige,L,Low,96.27639219334162,325.1885297871472,Hot Seller
Accessory,Unisex,Green,S,High,15.0,45.82402606129867,Slow Mover
Accessory,Men,Blue,L,Medium,107.29836927885381,159.28050699283352,Moderate Seller
Bottom,Unisex,Beige,XS,High,109.35421740703924,34.82502732716958,Slow Mover
Dress,Men,White,M,Medium,70.9295548184213,325.16195239732633,Hot Seller
Accessory,Women,Green,L,Low,40.85324337981179,118.04239613775975,Moderate Seller
Top,Unisex,Pink,XS,Medium,40.56704371023581,10.0,Slow Mover
Top,Men,Blue,M,Low,54.9119056779635,126.18438483078835,Moderate Seller
Dress,Unisex,Pink,XL,Low,15.0,239.19876680524638,Moderate Seller
Top,Women,Black,M,High,58.56043364242487,16.394178755577286,Slow Mover
Outerwear,Men,Pink,M,Low,71.09395036290907,404.0074937828679,Hot Seller
Top,Women,Green,XL,Medium,64.05213706188944,141.44748289523935,Moderate Seller
Dress,Unisex,Beige,XS,Low,80.2655052726473,136.06834545747012,Moderate Seller
Bottom,Men,Black,XL,Medium,44.86839358177817,12.106169257948068,Slow Mover
Bottom,Men,White,S,Medium,31.224667188372848,62.84457376979353,Slow Mover
Dress,Unisex,Black,XS,Medium,58.262035856852656,317.07245820589515,Hot Seller
Top,Women,Pink,M,Low,17.192463251969322,248.10845549976895,Moderate Seller
Top,Unisex,Green,XS,Low,30.468807789190755,307.6540743962443,Hot Seller
Accessory,Unisex,Pink,L,Medium,110.71268850532132,164.38602862417042,Moderate Seller
Accessory,Unisex,Black,S,High,94.66940273342854,303.89879415228097,Hot Seller
Outerwear,Women,Green,L,Medium,71.2675335443553,248.60514745931917,Moderate Seller
Accessory,Women,Blue,S,High,107.17648209773793,403.9196145085439,Hot Seller
Bottom,Unisex,Green,L,Medium,37.14430926314144,157.61877330230936,Moderate Seller
Accessory,Unisex,White,S,High,87.69966260946275,406.62433991845137,Hot Seller
Dress,Women,White,L,Low,83.17002426573856,350.2724937420573,Hot Seller
Outerwear,Unisex,Red,XS,Low,24.619123795963915,297.87957171033565,Moderate Seller
Top,Men,Black,XL,Low,63.701776649362515,330.30477191013466,Hot Seller
Accessory,Men,Red,M,Medium,106.97978497048234,191.97570836196198,Moderate Seller
Accessory,Men,Black,XS,Low,104.4074705747825,188.58017441884894,Moderate Seller
Top,Men,Beige,XS,High,104.57976209532481,314.4886629511337,Hot Seller
Accessory,Women,Pink,XS,High,93.13804020080836,326.47797288028687,Hot Seller
Dress,Men,Gray,XS,Medium,53.34712521784315,152.63401234945326,Moderate Seller
Accessory,Unisex,Blue,XL,Medium,31.098376829850075,10.0,Slow Mover
Outerwear,Women,Blue,XL,Low,84.88310462132489,323.0078652796642,Hot Seller
Top,Unisex,White,S,High,59.31451986483616,212.1265962117742,Moderate Seller
Accessory,Men,Gray,S,Medium,117.40150232355347,10.0,Slow Mover
Accessory,Women,Beige,S,Medium,15.0,353.01723548874924,Hot Seller
Top,Men,Red,XL,Low,15.0,319.50805227381704,Hot Seller
Bottom,Women,Red,S,High,61.06439073848857,480.244142617825,Hot Seller
Bottom,Men,Blue,XS,High,103.66392616442599,190.6687687288422,Moderate Seller
Bottom,Men,Blue,L,High,87.41165157970036,341.157785105488,Hot Seller
Bottom,Men,Beige,XL,Medium,119.16904431989914,10.0,Slow Mover
Accessory,Women,Green,XS,Low,56.735847961210084,95.76933010348891,Slow Mover
Top,Unisex,Blue,L,Medium,108.32126994340783,226.1670550319826,Moderate Seller
Outerwear,Unisex,Black,XS,High,15.0,377.7703675069991,Hot Seller
Bottom,Unisex,White,L,Medium,51.8296589964272,483.0396674549055,Hot Seller
Bottom,Men,Red,XS,Medium,77.58605579908664,382.23661711820637,Hot Seller
Bottom,Unisex,Black,L,High,15.0,208.84085916849887,Moderate Seller
Bottom,Unisex,White,XL,High,42.74897027377696,116.90287092474018,Moderate Seller
Top,Women,Black,M,Medium,87.4156668575858,65.14759045052546,Slow Mover
Dress,Unisex,Blue,XS,Medium,117.71143770588712,48.29344557937986,Slow Mover
Bottom,Unisex,Green,XS,High,58.84462275093326,228.96955305835996,Moderate Seller
Top,Women,Red,M,Low,66.07169801700663,300.4846090672159,Hot Seller
Bottom,Women,Red,M,Low,27.908281977770258,157.91810457540112,Moderate Seller
Top,Unisex,White,L,Medium,115.22769141647726,10.0,Slow Mover
Accessory,Women,Pink,L,Medium,115.87160600182028,318.29079409685846,Hot Seller
Accessory,Men,Beige,XL,Low,82.99162122079878,323.12809212879057,Hot Seller
Bottom,Unisex,Pink,XS,Low,51.04994929039169,466.16712304970804,Hot Seller
Top,Men,Green,XL,Medium,31.22839637441924,226.6976128702458,Moderate Seller
Bottom,Women,Red,XS,Low,32.49230333201238,280.75229142388855,Moderate Seller
Outerwear,Men,Green,M,Medium,111.69329768439884,298.51375366806985,Moderate Seller
Dress,Women,Beige,XS,Low,89.1258204569392,122.50913689183959,Moderate Seller
Dress,Women,Black,XS,Medium,23.669638313240853,10.0,Slow Mover
Outerwear,Unisex,Red,M,Medium,70.39812440880411,153.16580102470593,Moderate Seller
Outerwear,Unisex,Beige,M,Medium,15.0,573.7289621744353,Hot Seller
Top,Women,Blue,S,High,74.60533670656822,83.09280610757256,Slow Mover
Accessory,Women,Pink,XS,Low,26.483092601582918,210.64298238075006,Moderate Seller
Top,Unisex,Pink,L,Medium,99.9635211488249,117.0992649625997,Moderate Seller
Outerwear,Women,Red,M,Medium,52.68784739497344,449.9011378287445,Hot Seller
Top,Unisex,White,S,High,51.05434180670678,215.2447996306714,Moderate Seller
Top,Unisex,Green,XL,Medium,97.84225182094656,269.7081808304351,Moderate Seller
Bottom,Unisex,Beige,L,Medium,66.44614271071107,269.7791129803549,Moderate Seller
Outerwear,Women,Beige,XL,Medium,88.40353248258758,288.1316764883496,Moderate Seller
Outerwear,Women,Green,L,Medium,100.43523353489047,219.44279383743395,Moderate Seller
Dress,Men,Blue,L,Medium,25.348969126221867,209.297063814102,Moderate Seller
Dress,Unisex,Pink,XL,Low,50.839790095117095,298.37491054879183,Moderate Seller
Top,Women,Pink,S,High,103.86601430607746,197.58131807581398,Moderate Seller
Top,Unisex,Black,S,High,89.6921566720923,296.05302690816393,Moderate Seller
Outerwear,Men,Pink,XL,High,31.99068233593912,278.75196300362967,Moderate Seller
Bottom,Men,Green,S,Medium,50.04621432697093,61.05682880148282,Slow Mover
Top,Men,White,XS,High,81.91055332500947,337.88231806134604,Hot Seller
Bottom,Men,Black,L,Medium,92.31756814142094,326.90679935926283,Hot Seller
Accessory,Men,White,S,Medium,49.313942099048774,194.84767859793251,Moderate Seller
Top,Unisex,Pink,XS,High,77.02292178682043,218.01121583769458,Moderate Seller
Outerwear,Women,Pink,L,Medium,75.66359870355801,416.4219658095474,Hot Seller
Accessory,Unisex,Red,M,Low,50.71149755278617,347.4798411058549,Hot Seller
Top,Men,Gray,XS,High,64.45543944269232,334.38242816389754,Hot Seller
Outerwear,Men,Red,S,Medium,122.64643127858649,201.9814162939567,Moderate Seller
Outerwear,Men,Blue,XS,Low,45.4917625760219,296.5933095281256,Moderate Seller
Top,Unisex,Green,XL,Medium,68.73847715186076,36.97552187924879,Slow Mover
Dress,Unisex,Blue,L,Medium,15.0,44.40169451406433,Slow Mover
Bottom,Men,Beige,XS,Medium,101.80792806863178,10.0,Slow Mover
Outerwear,Unisex,White,XL,Low,50.85810366707765,10.0,Slow Mover
Outerwear,Men,White,XL,Low,39.250376743341505,430.3225725831333,Hot Seller
Dress,Men,Green,XS,Medium,102.40996170517786,424.09521018811927,Hot Seller
Top,Men,White,XS,Medium,29.144466323758714,412.49378411954405,Hot Seller
Outerwear,Men,White,XL,High,46.55376762546156,255.13014388471464,Moderate Seller
Top,Unisex,Red,L,Low,92.82294898833082,144.13040120743477,Moderate Seller
Dress,Men,White,XL,High,101.49541906927419,236.82126852771006,Moderate Seller
Bottom,Men,Pink,M,High,43.39353585828282,25.889365102557207,Slow Mover
Top,Women,Blue,L,High,43.406730936574334,278.43777998895285,Moderate Seller
Accessory,Unisex,Gray,S,Low,75.70769510019676,205.7808315336083,Moderate Seller
Accessory,Unisex,Gray,XS,Medium,73.50755457097945,268.61135504185444,Moderate Seller
Accessory,Men,Green,M,High,27.877215496179147,96.54426976831334,Slow Mover
Bottom,Women,Green,XL,Medium,95.1933217991734,79.45564393340203,Slow Mover
Accessory,Women,Gray,XL,High,48.13933661016994,62.34346533188929,Slow Mover
Outerwear,Men,Pink,L,Medium,71.70653807796297,279.5957887267719,Moderate Seller
Top,Unisex,Green,L,Medium,96.17734741708472,336.15329180672325,Hot Seller
Accessory,Women,Beige,XS,Medium,94.97263302019782,352.473580717607,Hot Seller
Top,Women,Gray,L,Low,96.40934450453392,277.73275258282655,Moderate Seller
Top,Women,Pink,S,Medium,30.185434179818706,10.0,Slow Mover
Dress,Women,Beige,XL,Medium,15.0,179.7168701752094,Moderate Seller
Dress,Men,Pink,S,Low,108.05048836031743,237.56760678879522,Moderate Seller
Top,Men,Blue,XL,High,137.66292085360547,187.85201527868372,Moderate Seller
Dress,Women,Black,XS,Medium,107.89800942739008,211.79414100993534,Moderate Seller
Outerwear,Men,Gray,M,High,42.285944550648715,221.33406191320944,Moderate Seller
Bottom,Men,Beige,XL,Low,44.41588234217365,182.12185043150038,Moderate Seller
Top,Men,Green,M,Medium,84.12097970803148,268.522338658142,Moderate Seller
Dress,Women,Black,L,Low,22.551857614517402,182.43077904029136,Moderate Seller
Accessory,Women,Gray,XL,Low,48.59313550578504,331.53115281764343,Hot Seller
Top,Unisex,Red,XS,Low,84.59569973813825,304.794606650271,Hot Seller
Outerwear,Women,Red,XL,Low,85.13684397941925,175.84761879081123,Moderate Seller
Accessory,Women,Red,S,Low,29.899244185935004,180.99842681496222,Moderate Seller
Dress,Women,Beige,XL,High,94.41825495258668,61.63762087727588,Slow Mover
Bottom,Women,Green,S,High,57.58989160268188,185.54092035283145,Moderate Seller
Top,Men,Pink,M,High,61.55442701898221,197.37954801677407,Moderate Seller
Accessory,Unisex,White,L,Medium,101.76952373493172,46.23297947174177,Slow Mover
Dress,Women,Black,M,High,52.71717500168258,398.4803442921541,Hot Seller
Top,Women,Black,S,High,74.98680704381309,213.93285569617268,Moderate Seller
Top,Women,Beige,S,Medium,34.338435281928156,209.2741228242838,Moderate Seller
Dress,Unisex,Red,L,Low,21.127271322556552,435.7465222312023,Hot Seller
Top,Men,White,XL,Medium,53.327759958825254,234.67891403748516,Moderate Seller
Dress,Unisex,Red,XL,Low,97.84758968047187,262.3267814389052,Moderate Seller
Accessory,Unisex,Black,XL,Medium,128.88777398657982,147.37201809318407,Moderate Seller
Bottom,Women,Red,XL,High,100.59744351882446,346.3408752637365,Hot Seller
Dress,Men,Red,S,Low,15.0,180.0600051515796,Moderate Seller
Bottom,Women,Beige,XS,High,68.32319688141354,455.8246801159506,Hot Seller
Top,Men,Beige,S,High,27.8967203857028,22.466489780587636,Slow Mover
Bottom,Women,Red,L,Low,81.37008771382261,262.1455776941179,Moderate Seller
Outerwear,Unisex,Green,XS,Low,44.228880959691836,37.64961958565951,Slow Mover
Outerwear,Men,Blue,M,Medium,60.9418310495739,10.0,Slow Mover
Dress,Women,Blue,XL,High,93.64273784349533,344.9927705050634,Hot Seller
Accessory,Unisex,Pink,XL,Medium,70.39091454254876,10.0,Slow Mover
Accessory,Men,Black,XS,Medium,46.53114751204306,237.7726209210537,Moderate Seller
Accessory,Women,Green,S,Low,70.27130879074343,111.76567716794489,Moderate Seller
Outerwear,Women,Green,M,Medium,96.37192458864634,106.51412568844246,Moderate Seller
Bottom,Unisex,Black,XS,Medium,53.69872101294643,165.94436891294643,Moderate Seller
Bottom,Women,Black,S,Medium,74.75666663710004,125.73803842347486,Moderate Seller
Bottom,Men,Pink,XL,High,70.523361405657,444.49395989194653,Hot Seller
Dress,Unisex,Pink,XL,High,103.15079225337072,376.4123397003749,Hot Seller
Accessory,Women,Blue,XL,Low,49.199615584573024,183.32861929405138,Moderate Seller
Bottom,Men,Green,XL,High,58.980695474393464,314.6270159418612,Hot Seller
Top,Women,Blue,L,High,40.37977271346878,19.916863412215463,Slow Mover
Bottom,Women,Red,XL,Low,108.41474261550923,122.61062749063474,Moderate Seller
Dress,Women,Blue,M,Low,121.43493418827711,74.94624498012934,Slow Mover
Accessory,Women,Black,M,Low,83.8558513282287,182.745919938271,Moderate Seller
Outerwear,Unisex,Green,M,Medium,50.89604483297414,435.76387693775655,Hot Seller
Accessory,Unisex,Red,L,High,68.44152475094903,533.2803974352439,Hot Seller
Bottom,Women,Black,S,Low,32.60079059991181,36.200222915612386,Slow Mover
Top,Unisex,Black,XL,High,68.22559796582938,324.9706239590136,Hot Seller
Bottom,Women,Black,L,Low,44.690282797389244,146.02421530895487,Moderate Seller
Bottom,Unisex,Red,XS,Medium,34.32593276626335,298.38555421027087,Moderate Seller
Accessory,Men,White,L,Low,63.6439163434558,336.52881607480634,Hot Seller
Outerwear,Women,Red,S,Low,51.78907707558275,258.8764036258031,Moderate Seller
Top,Women,White,S,Medium,64.860077856133,38.47736954384925,Slow Mover
Accessory,Men,Black,M,Medium,99.44165470136731,257.6039366592315,Moderate Seller
Outerwear,Men,Pink,L,High,37.557964696950904,115.1967809330681,Moderate Seller
Top,Unisex,Pink,S,High,48.85257718987365,422.4595304774351,Hot Seller
Bottom,Men,Pink,L,Medium,105.78845236664563,392.7226564583417,Hot Seller
Top,Women,Blue,L,High,105.57972634983169,249.7792922929149,Moderate Seller
Outerwear,Women,Beige,L,Medium,98.58286953017287,225.67946604928534,Moderate Seller
Outerwear,Men,Red,XL,High,31.445508095320726,243.71013782207407,Moderate Seller
Top,Men,Black,L,High,123.74209844288892,430.0696964621577,Hot Seller
Bottom,Men,Black,L,High,108.25613384470182,33.1246653823662,Slow Mover
